,date,arrondissement,auteur,etoile,education,securite,loisir,viePratique,environnement,commentaire
141,10/06/2021,10,Sira75,1.4,2,1,1,1,2,"Proche de la banlieue mais le quartier se degrade de jour en jour,  plein de toxicos des rues sales avec des rats,   des parc sales et squatter ! pas l'idéale pour nos enfants. "
142,23/05/2021,10,Cheribibi,3.8,0,3,4,4,2,"Sale, bruyant, trop de travaux, difficile de se déplacer et paria si on est en voiture dans ce quartier"
143,23/05/2021,10,Julie,3.4,5,2,4,4,3,"Transport facile d’accès, bien relié à tout paris
Trajet pour les manifestations reste un point négatif car c’est bruyant 
"
144,20/05/2021,10,chloé,3.6,0,3,4,4,4,"Paris est une ville très mal sécurisée mais malgré tout une des plus belles villes du monde ! De merveilleux paysages, monuments sont à visites "
145,10/05/2021,10,Muriel Romillat,2.4,0,1,4,4,1,Bonne chance a tout le monde!merci pour se concourtgb   bnv  vbghbn  :;:!l::::::::::::::::::::::::::::::::kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkbbbbbbbbbbbbjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjj
146,30/04/2021,10,10eme,3.2,4,2,4,4,3,"Plus de 10 ans dans le 10 eme et je me sens très bien dans les autres arrondissements limitrophes...

Plus de verdures, plus propre, moins incivilités..."
147,22/04/2021,10,jean,2,0,2,2,2,2,Touristique et attrayante un peu discriminatoire pour les personnes venant de région autres (difficile pour se garer et cher)
148,05/04/2021,10,thomas,3.6,0,3,5,5,2,"Il n'y a pas assez de stationnements, il faut passez des heures pour trouver une place et contourner les nombreux travaux de partout."
149,02/04/2021,10,aurelia,4.4,3,4,4,4,5,"Top j'adore cette ville de paris, c'est la plus belle ville au monde
j'adore habiter dans cette ville geniale
"
150,11/03/2021,10,Chupa115,3.6,1,2,5,5,3,"Joli arrondissement que j’ai découvert lors de l’hospitalisation de ma fille à Saint Louis pour greffe. Jardins et canal à proximité, des boutiques variées très agréables. On se sent bien dans ce quartier "
151,03/03/2021,10,Galoute77,3,0,2,4,4,3,"Mairie très a l'écoute, beaucoup de choses mis en place rien à dire.
Sécurité moyenne, commerces trop de banques, agences immobilières.
Centre ville très joli "
152,27/02/2021,10,pascal,1.8,4,2,3,3,1,"Quartier cosmopolite ce qui fait son charme, écoles ,commerces les quais de seine , deux gares , des bus tout pour vivre en paix ."
153,10/02/2021,10,"Jean, eljolan",3.6,2,4,5,5,2,"Certes Paris est géniale pour la culture et les activités en tout genre mais c'est trop surpeuplé et tout est congestionné, transports en commun/circulation etc, et les gens sont pressés et désagréables du coup. De plus l'air est très pollué."
154,05/02/2021,10,steph89,4.2,0,4,4,4,4,Ville polluer et accès compliquer manque de place de parking et d espace boisé pour ce détendre paissiblement
155,02/02/2021,10,hellenika,4,4,4,4,4,4,Près d'un hopital ; d'un hard discounter ; près du canal st martin et de stations de métro  de 3 lignes différentes 
156,10/01/2021,10,Sissy0,4.4,2,4,5,5,4,"Quartier d'affaires très sympa, nombreux restaurants, piscine à proximité et commerces et très bien desservi"
157,18/12/2020,10,Vincent,3.2,0,2,4,4,3,Quartier vivant avec beaucoup de commodités et d'aménagements. Peut-être quelques zones un peu trop populaires qui rendent le quartier parfois trop bruyant. 
158,13/12/2020,10,Prisc3575,3.6,3,4,3,3,3,"Canal saint Martin très agréable mais Gare de l’Est, insécurité 
Beaucoup de commerçants, très pratiques.
De nombreux centres de formations et clubs de sport.
Dans l’ensemble, le 10eme arrondissement est très agréable."
159,29/05/2020,10,Gwenaël ,1.2,2,1,2,2,1,"Arrondissement qui me plaît beaucoup,énormément de commerce et d'animation,très jolie et assez sécurisé."
160,06/02/2020,10,bulle,1.6,0,3,2,2,2,"Paris gare du nord
sale, bruyant, aucune commerce de proximité !
des magasins de vente de telephones partout
une circulation permanente, même le soir tard et le matin tôt
les trottoirs sont dégoutants mais aussi dans un état lamentable
idem pour la chaussée
difficultés à se déplacer sur les trottoirs, vendeurs à la sauvette, groupes d hommes en permanence, piste cyclable
intrusion dans les immeubles !
peu de jardin fréquentables
aucun espaces pour les chiens !
coté positif ! pas trouvé ou plus exactement perdu !
merci Mme Hidalgo"
161,13/05/2021,11,Virginie,3.4,4,3,3,3,3,Attention a vos enfant surtout si se sont des adolescent il peuvent facilement tombé dans la drogue avec le résau de vente de drogue qui il y a dans cette arrondissement faite très attention attention surtout que sais vendu a coter des écoles ou l'éducation est très mauvaise au publics de cette arrondissement et faite attention aussi au insalubrité
162,15/02/2022,11,Blanche,3.8,2,4,4,4,3,Calme et familial. Manque de sécurité la nuit rue déserte. Beaucoup de commerces à proximité ainsi que plusieurs parcs. Pas très bien desservi en terme de transports.
163,04/02/2022,11,Quentin,4.4,0,5,4,4,4,Quartier sympa et calme. Bien desservi par le métro. On n’a pas le sentiment d’insécurité et c’est propre. Dommage cette place de la République... on ne s’y sent pas à l’aise et ce n’est très propre.
164,03/02/2022,11,Valentin,3.8,2,2,5,5,4,"LE point négatif, comme partout dans Paris c'est vraiment le prix des loyers qui sont totalement exorbitants ! C'est le point que je trouve vraiment négatif et c'est vraiment dommage "
165,30/01/2022,11,Aglae,4.2,3,5,4,4,3,"Ville peu sécurisée mais très agréable à vivre, logements onéreux et peu évidents à trouver. Vie de quartier géniale tout est a proximité, trop de vélos."
166,29/11/2021,11,cleo,3.2,1,3,4,4,2,"Très bon quartier, manque effectivement de verdure et de parcs. Pour les sports et loisirs, je n'en pratique pas mais je sais qu'il y a des complexes."
167,25/11/2021,11,extrred,4.6,5,5,4,4,5,"La ville la plus romantique de France, magnifique, mais pas respectée par les Parisiens, elle est sale, c'est malheureux."
168,25/11/2021,11,Yasmina,3,3,3,3,3,3,"C est un quartier agréable. Un petit village au cœur de Paris. De bons restaurants, une bonne ambiance..."
169,25/10/2021,11,bloublou,3.8,0,4,4,4,4, 
170,11/10/2021,11,Bastien ,3.4,3,4,2,2,3,"Le 11 éme , plus précisément le quartier de la Bastille/ Roquette  Est très vivant , dispose de plusieurs squares, et équipement sportifs à proximité.
En regrettera les nombreux commerces « de gros » de textile du boulevard Voltaire / popincourt , mais cela s’améliore avec les années avec l’ouverture de plusieurs commerces bio."
171,29/09/2021,11,Johann,4.2,0,4,5,5,3,"Les aspects positifs : le quartier est vivant, très commerçant avec beaucoup bars et restaurants.
Les aspects négatifs : très peu d'espace vert."
172,24/09/2021,11,juju75,4,0,2,5,5,5,"Paris est une ville magnifique, à tous les points de vue.

Une vie culturelle riche, en revanche encore beaucoup à faire coté espaces verts."
173,16/09/2021,11,Proxy,4.4,4,4,4,4,5,"VILLE REMARQUABLE , a proximité du nécessaire même plus. 
Quartier très chic entre rue Oberkampf et des rues voisines très agréables.
Niveau transport c'est le top et niveau école et commerce aussi.
Tres belle ville que je recommande au cœur de Paris "
174,09/09/2021,11,knr971,4.6,0,4,5,5,5,J'habite dans le 11e depuis toute petite et j'adore ce quartier. Point regrettable je trouve que l'insécurité augmente ayant été victime de vols à l'arrachée plusieurs fois cette année :(. Autrement il fait très bon y vivre.
175,03/09/2021,11,eugenie,3.4,0,2,5,5,3,"Super quartier, beaucoup de choix pour faire ses courses et aller boire un verre. Pas mal de restaurant de toute type. 
Comme nous sommes a Paris, pas mal de bruit. "
176,28/08/2021,11,Aline,3.6,5,3,3,3,4,Mon fils habite dans une rue assez tranquille pour dormir c'est parfait  mais les vols sont nombreux  peut-être des caméras seraient les bienvenues 
177,19/08/2021,11,Tahar,3.4,0,2,4,4,5,"Joli quartier assez bien entretenu par la municipalité. Les déplacements sont facilités, le sentiment de sécurité y prévaut, les loisirs y sont nombreux (cinémas, salles de sport, parcs publics, etc). Je ne m'en plains pas outre mesure. J'aime ma ville ?."
178,09/08/2021,11,Christophe ,3.6,0,3,4,4,3,"Les gens sont très nerveux et ne sont pas agréables dans cet arrondissement  que ce soit dans la rue ou dans les stations de métros le seul point positif c’est les commerces qu’on peut trouver. Concrètement, c’est pas un bon endroit pour surtout pour y vivre. "
179,05/08/2021,11,Kathleen ,4.6,4,5,4,4,5,La ville n est pas très propre mais par contre super pratique car on y trouve de tout et tout le temps.  
180,02/08/2021,11,emilie,3.6,0,4,4,4,4,"Super quartier très vivant avec beaucoup de restaurants, et d'endroit pour boire un verre, proche de tout !"
181,20/07/2021,11,philippe,3.8,0,4,4,4,4,De plus en plus de vélos mais très dangereux en voiture. pistes cyclables non adaptées. + logements de plus en plus chers
182,15/07/2021,11,soro28,3.6,5,4,4,4,3,En plus maintenant les chalets de Noel sont prêts .. vive les terrasses éphémères qui nous empêchent de nous garer
183,01/07/2021,11,Celine,3,0,3,2,2,4,Les gens sont très sympas  il manque un peu d'espace vert mais la capitale est tellement belle et historique. 
184,08/06/2021,11,Baptiste ,4,0,4,4,4,4,Arrondissement qui commence à devenir sympa! Plus propre ça serais mieux. Plus de verdure sur la place de la république! 
185,07/06/2021,11,Pierrette,3,5,3,4,4,2,"Il y fait bon vivre
il reste plein de choses et de lieux à découvrir
mais il reste trop de gens sans abris"
186,25/05/2021,11,bloblo,3.8,1,3,4,4,3,"La ville de paris n'est pas super propre,en plus avec la covide-19 c'est pas génial.J'esper vraiment gagné je n'ai pas tellement les moyen de me payer une switch..."
187,19/05/2021,11,ALEX,4.2,0,5,4,4,4,"Plein de musées et d activités disponible a tt moment, on peut se balader le long des rues et toujours réussir a trouvé des endroits interressant."
188,27/04/2021,11,julien,2.6,4,3,2,2,2,"Jadore mon quartier très populaire doté de petits bars et restaurants sympas 
mon quartier est calme tout en étant attrayant proche de tout les transports en commun au pied de mon appartement j'adore la vie parisienne et ses parisiens les sorties la culture les parcs les monuments les musées juste génial lorsque l'on est jeune ou moins jeune"
189,18/04/2021,11,illenroc,5,0,5,5,5,5,"J habite dans un quartier anime ou il y a beaucoup de vie et de c commercant
tres proche a pied de la bastille republique ,nation
"
190,29/03/2021,11,ICARDI75011,3.4,0,2,5,5,4," Quartier Nation - Philippe Auguste :

Quartier très familial, tranquille, tout en étant très commerçant et très animé : Franprix, Monoprix, Super U, boucheries, boulangeries, restaurants ""bobos"" ... Et le week-end, il y a le marché de Charonne, du Cours de Vincennes ou même celui d'Aligre un peu plus loin.

Très bien desservi en transports en commun : Nation est tout près avec ses 4 lignes de métro (1, 2, 6, 9), son RER A (direct la Défense ou Chatelet) et ses bus, notamment le 351 qui va directement à Roissy CDG.

De plus, la place va bientôt être rénovée, avec une plus grande place pour les piétons et une réduction de la place de la voiture.

Ecoles de très bon niveaux, que ce soit dans le public ou le privé. J'en profite d'ailleurs pour dire qu'il y a aussi beaucoup de crèches.

Les points négatifs : Les prix de l'immobilier qui deviennent démentiels, car une nouvelle population (bobos-écolos) vient vivre dans le quartier pour bénéficier des avantages du quartier et surtout des transports.

Selon les notaires, le quartier (Sainte-Marguerite) est même celui où les prix ont le plus augmenté depuis 5 ans, ça veut tout dire !"
191,19/03/2021,11,Elodiee1991,5,5,5,5,5,5,Le confinement n'est pas facile  donc en ce moment ont est privé de beaucoup choses même si notre santé et en jeu 
192,13/02/2021,11,jouflu75,4.2,1,4,4,4,4,"Mon quartier est très animé, très agréable à vivre, nous l'aimons beaucoup, beaucoup d'activités, de sorties possibles."
193,08/02/2021,11,Mathdab,3,3,3,2,2,2,"Arrondissement sympathique où nous pouvons retrouver tout ce que nous avons besoin ! commerces, bars, loisirs...."
194,04/02/2021,11,sofy,4,2,3,4,4,4,"Trop de monde et pas assez d'espace vert mais par contre, beaucoup de magasins, de bars et de restaurants"
195,20/01/2021,11,Jonathan,4.4,2,4,5,5,5,"Paris resteras à tout jamais paris ! 
La culture , les monuments , les restaurant , les bars etc ... mais il es vrais comme dans toutes grandes villes la sécurité es limitée "
196,03/01/2021,11,Pommes ,4.2,1,4,4,4,4,Ville très belle pratique pour tous voilà paris la ville lumière et connu dans le monde entier pour c'est lieux touristiques 
197,17/12/2020,11,JohnnyB,4.2,5,4,5,5,3,"Quartier très typique, avec de nombreux commerces et autres institutions typiques, comme par exemple, les boulangeries ou encore les boucheries."
198,12/11/2020,11,Marie,4.2,1,4,5,5,3,Super arrondissement. La propreté est un problème dans beaucoup de grandes villes même si le confinement a amélioré les choses... Il faudra développer l’ecocitoyennete partout! 
199,28/09/2020,11,Damia ,5,0,5,5,5,5,"Beaucoup de commerces de bouche, des librairies, des musées, des associations et infrastructures sportives."
200,25/07/2020,11,Guillaume ,5,5,5,5,5,5,Beau quartiers chargés d histoire. Bâtiment historiques. De nombreux commerces de bouche. De nombreux hôpitaux et lieux culturels. 
201,25/07/2020,11,Paris11,3.8,1,4,3,3,3,"Au cœur de Paris, arrondissement au départ des pistes cyclables bastille nation république ont été vegetalises. Arrondissement jeune et branche "
202,09/12/2020,12,cyberis,4.4,0,4,4,4,4,"Quartier commerçant, très bien desservi par les transports en commun, proximité du bois de Vincennes, rues larges, promenades plantées; beaucoup de commerces et d'animation; tout à portée de main, pas mal de mixité sociale; un quartier très agréable."
203,02/03/2022,12,Nicolas,3,3,3,3,3,3,Quartier populaire et résidentiel agréable à vivre. J aime mon quartier. Beaucoup d effort ont été engage ces dernières années pour verdir et désimpermeabiliser les rues. 
204,09/02/2022,12,Mathis,4.4,1,5,4,4,4,Jfhdfjdghfhdughdugdgdhgjkjgdujndjndfdnkfjbfknfhknfjdhfnbdjfknjfndkfjnkdfjdnkfdnfkjbdfndknfdfnkdbjfdbjfndkfdnkfbdnbfdnkfbndbfnkfbdknbfndkbfndfdnfndfkdnfdnfdnkfbnfkdnfdnfdknfbdkndbfndbnfbdfbjdkfbdfbdnfbdnfnbnfbdnfbdnfbfbdnkfbbdnbdjkfjdbkfn
205,09/02/2022,12,Celine,3.6,0,3,4,4,4,"J'adore mon quartier, mais j'aimerais davantage de commerces autres que téléphonie, massage ou agence immobilière.... J'aime la verdure qu'il y a mais s'il y avait d'avantages d'arbres dans les rues ou qu'elles soient du moins plus vegetalisees, ce serait super ! "
206,31/01/2022,12,mili572,3,5,3,3,3,2,Très beau arrondissement sport loisirs déplacement facile avec les transports en commun beau bâtiment historique d epoque quartier en sécurité avec la police
207,29/01/2022,12,duboite,1.6,0,1,2,2,0,"Je suis parti et reviendrais peut être un jour si il le faut et sans me forcer car je m'y sent bien , mais cela fait aussi du bien d'être ailleurs de tems en temps."
208,05/01/2022,12,Ado,2.4,0,0,3,3,3,"Dégradation rapide des conditions de vie dans Paris, les rues sont sales, rien n'est entretenu, ni les rues ni les trottoirs ni le mobilier urbain, l'insécurité règne, les dealers font leurs trafics impunément au vu et au su de tous."
209,28/12/2021,12,Mam,3.8,4,4,3,3,4,"
Aspect positif. Santé, commerce, sport.
Aspect négatif. Très sale, poubelles pas vidées, trottoirs dégoûtants, jardin mal entretenu, papiers, sac plastique, j'ai même vu des rats, détritus partout. Insécurité, mon père a été attaqué et volé, au marché, jamais de police dans les rues."
210,25/12/2021,12,Amélie,4.4,0,4,4,4,4,Je suis du Québec... Je sais donc pas quelle ville évaluer. Mais je connais Paris. Jy suis deja aller
211,25/12/2021,12,JhonaDoe,3.8,0,3,4,4,5,"Quartier sympathique , pleins de commerces, ouverts tard le soir. Bois de Vincennes a proximité ainsi que le lac de Daumesnil . 
Petite insécurité le soir , surtout vers la place de la nation , peut y avoir gens alcoolisés ... Mais ce n'est pas si fréquent. En général quartier très sympathique et pratique niveau commerces , transports etc ..."
212,21/12/2021,12,Loukoume ,3.8,4,4,3,3,4,"Quartier vivant toujours du monde et tout a proximité. Ligne de métro, re et bus super bien desservi "
213,21/11/2021,12,Amanda,4.6,1,4,5,5,5,"De beaux parcs
Les tunnels entre Dugommier et bercy devraient être aménagés 
Des écoles et lycées de qualité
"
214,18/11/2021,12,Kevin75012,4.8,0,4,5,5,5,"Une belle vie de quartier, avec transports et magasins à proximité. Un peu bruyant en aspect négatif."
215,15/11/2021,12,Celine,3.6,4,3,4,4,3,"Arrondissement de Paris très vivant, nombreux parc et jardin (coulé verte au top). De nombreux transports en commun qui permettent de se déplacer très facilement ! "
216,28/10/2021,12,aurelie,4,1,4,4,4,4,"De moins en moins en securité, paysage sympathique, nombreuses activités, restaurants.... je recommande "
217,26/10/2021,12,Jennifer ,4,0,4,4,4,4,J'aime mon quartier - un village dans la ville ! Un réel plaisir que d'y vivre. Depuis 15 ans .. aucun sentiment d'insécurité. 
218,20/10/2021,12,barbara,2.8,4,2,4,4,2,"Beaucoup de marché et de vie local. Piste cyclable développer.
Négatif beaucoup de ""barres"" d'immeubles qui denature le quartier"
219,07/10/2021,12,Amélia ,5,0,5,5,5,5,"Positif promenade,   visite, bonne ecole
Négatif trop bruit , trop déchet,  trop insécurité merci à vous"
220,07/10/2021,12,Max,3.2,0,3,3,3,3,"Franchement mon quartier est top rien a dire, j'aime beaucoup ce quartier car il est beau et bien desservi en transport :)"
221,23/08/2021,12,Inès ,4.2,5,4,3,3,5,"Quartier agréable à vivre, à proximité de plusieurs commerce et à quelques mètres des quais de Bercy agréable en été."
222,22/07/2021,12,Stev ckn,3.6,2,3,4,4,2,"Le 12eme arrondissements de Paris est un très jolie quartier calme et fleurie
Il manque d'équipement sportif"
223,17/07/2021,12,Katia,4.2,0,4,5,5,5,Cet arrondissement est en général bien sécurisé Et bien desservi en transport. En revanche en voiture c’est compliqué de se garer .
224,13/07/2021,12,Gaultier,5,5,5,5,5,5,"Très bien, très beau coin de Paris. Cela fait plus de 15 ans que j'y réside... J'aime beaucoup avec l'accès au bois.."
225,30/06/2021,12,sylvia,4.8,0,4,5,5,5,"Tout est à proximité il y a le bois ,les jardins ,plusieurs marchés ,bien desservis et très tranquille  "
226,27/06/2021,12,Chafouine,2.6,0,2,3,3,3,"Très bon quartier, agréable d'y vivre. Les gens sont sympathiques comme dans un village. Heureux d'y vivre"
227,21/06/2021,12,alain,1.2,4,0,3,3,1,"Transports très espacés. en distance et fréquence.
Mairie peu attentive aux problèmes des habitants.
la police ne patrouille jamais
Le long du canal trafics de toutes sortes"
228,08/05/2021,12,Cricri93,2.8,1,2,3,3,3,Le soir ça craint on a toujours peur de se faire agresser ( les fait divers prouve que cela arrive) 
229,05/05/2021,12,dominique,4,0,4,4,4,4,"La ville est trop sale pour une capitale !
Il y a trop de circulation automobile .
Les habitant sont trop pressés ."
230,02/05/2021,12,vh7845,4.6,4,4,5,5,4,"Une zone bien desservie par les transport en commun, des commerces de proximité nombreux. En revanche, c'est plutôt bruyant."
231,22/04/2021,12,Paule,4.6,0,4,4,4,5,Paris et une ville moderne toujours en mouvement très guai et animée j'ai toujours vécu en région parisienne depuis toute petite j'aime cette ville
232,11/04/2021,12,sylvain,4,0,4,4,4,3,Le 12ème arrondissement est un arrondissement familial. On observe néanmoins une augmentation de sans-abris à la mendicité un peu agressive. Les services culturels sont nombreux  avec notamment 2 bibliothèques dans l'arrondissement. Il y a également des structures sportives bien réparties. On peut se targuer d'avoir un des 2 grands poumons verts de la capitale avec le bois de Vincennes. 
233,10/04/2021,12,lany,4.2,5,4,3,3,5,"Quartier très sympa, avec beaucoup d'animation. Malheureusement certaines rues ne sont pas nettoyé régulièrement."
234,29/03/2021,12,BECO94,4,1,4,3,3,5,"LE QUARTIER LE PLUS ATTRACTIF DE LA CAPITAL A MON SENS,
ANIMATION ET BELLE RENCONTRE SONT AU RDV, AVEC UN ESPACE DE VERDURE A PROXIMITE AVEC LE BOIS DE VINCENNES, COMPROMIS IDEAL AVEC LES BORDS DE SEINE"
235,25/02/2021,12,Clément,5,0,5,5,5,5,"Quartier calme, sans touristes hormis bercy village que j'adore
bois de vincennes à côté pour les joggins
étant adepte de vêtements j'aimerais trouver plus de boutiques de vêtements proche de chez moi.
quelques zones qui peuvent inquiéter la nuit mais en 20 ans je n'ai jamais eu de problème"
236,18/02/2021,12,Pierre,3.8,5,4,4,4,4,Quartier très calme et sympathique. Pour y avoir vécu pendant plusieurs années je peux affirmer qu'on s'y sent en grande sécurité !
237,18/01/2021,12,Ephix,4.2,2,4,5,5,3,Trop de bruit avec Bercy le palais omnisports et le ministere. Néanmoins un grand parc et les anciens depots de vin à voir.
238,11/12/2020,12,stephanie,3.6,0,4,3,3,3,"Il s'agit d un quartier tres familiale un quartier calme avec une bonne entende. 
c'est un quartier qui bouge beaucoup (hors confinement )
"
239,05/12/2020,12,chricoh94,3.6,5,4,4,4,3,Arrondissement de paris très urbanisé avec de grand axe de transport et  très peu d'espace vert afin de se divertir et se détendre
240,10/10/2021,12,Anti Hidalgo,3.6,2,3,3,3,4,"La promenade plantée, le bois de Vincennes…."
241,02/12/2020,12,wombat,4,0,4,4,4,4,"Vie de quartier agréable et plutôt familiale mais quartier un peu crade parfois, quartier assez vert avec des parcs aux alentours"
242,18/11/2020,12,Lala75,3.8,4,1,5,5,3,"Arrondissement où il fait bon vivre, avec notamment la coulée verte et l'accès au bois de Vincennes, et de nombreux commerces. Mais attention, certaines rues sont très très sales (beaucoup d'ordures). "
243,18/11/2020,12,Lea,5,2,5,5,5,5,"Dans l’ensemble je trouve qu’il y a tout ce qu’il faut dans le 12 eme arrondissement, juste quartier moins animé que d’autres mais je me sens en sécurité et m’y sens bien "
244,26/09/2021,13,LizouilleD,4.6,0,5,5,5,4,"Tout est accessible en transport, pas besoin de voiture !
Mais selon les quartiers la sécurité n'est pas top, (beaucoup de SDF parfois violent surtout au niveau de la station bibliothèque francois mittérand)."
245,19/02/2022,13,Laurie,4.4,4,4,5,5,4,"Bien depuis toujours. C’est un arrondissement qui dispose d’absolument tout ce qu’on trouver. Les parcs et les jardins sont nombreux, on a un accès a la Seine."
246,18/02/2022,13,Sar,3.6,1,2,5,5,4,"Aspects positifs : 
Bel environnement sécurisé, avec de la diversité.
Aspects négatifs : 
Accès en transport en commun disponible mais moins dense que d'en d'autres arrondissements."
247,15/02/2022,13,Esma,3.6,0,3,4,4,4,Les point négatif sont la polution le mal a respirer de l'air pure  le  mal a ce garer et en point positif il y a  des loisir intéressant comme la piscine .
248,06/02/2022,13,Eric,3.8,3,4,4,4,3,"Point positif : Quartier vivant et bien desservit par les différents moyens de transport.
Point négatif : Embouteillage permanent + beaucoup de travaux"
249,24/01/2022,13,Lilidos,3.6,0,4,2,2,3,Il y a assez de commerces en haut et en bas de Suresnes pour rendre la vie facile mais les transports en commun laissent à désirer. Une très belle vue sur Paris.  
250,20/01/2022,13,Haykiro,3.2,0,2,5,5,3,Le quartier y fait bon vivre. Il n'y a rien de spécial à signaler. Le quartier est plutôt calme. II est bien équipé en infrastructures. Il est proche des transports en commun. 
251,16/01/2022,13,salma,2.6,4,3,3,3,2,"Le quartier est agréable et original avec ses grafitis 
Cependant, je n'ai pas vu d'endroits dédiés aux activités de loisirs dans le quartier"
252,05/01/2022,13,Lea,3,0,2,5,5,1,"La sécurité est plus important que tout, il faudrait travailler dessus ! Sinon il y a aussi la propreté de la ville "
253,20/12/2021,13,Mathis,4,0,3,4,4,5,Pas très propre la France. Avec des déchets tout les 1 mètre et la avec les masques c'est pire. Bonne journée 
254,12/12/2021,13,fab714,3.2,4,3,4,4,3,Trop d'insecurite et trop de vol  ci qui me donne pas envie de visiter cette ville qui doit être belle 
255,29/11/2021,13,Mel,4.8,0,4,5,5,5,Ville magnifique mais dommage les comportant individuels ne permettent pas forcément une belle expérience.
256,24/11/2021,13,BobFr,5,0,5,5,5,5,Le 13eme est plutot agreable dans l ensemble meme si les parisien ne sont pas les plus agreable mais les loisir i sont plaisent
257,05/11/2021,13,Abdln,4.2,5,5,4,4,3,"De nombreuses écoles
De nombreux endroit pour faire du sport 
De nombreux endroit de vie
Plein de point possitif pour un citadin"
258,28/10/2021,13,alexandre,4,0,4,4,4,3,Rien à redire sur la ville de Paris qui est fidèle à l'image qu'ont les touristes et les étrangers !
259,22/10/2021,13,Elona ,4.8,0,4,5,5,5,"Le quartier est très bien desservi par le métro le bus et tramway. On y trouve de nombreux parcs et le premier éco quartier de Paris. Il y a beaucoup d’écoles publiques et privées pour subvenir à éducation des enfants. La sécurité et mise en œuvre dans tout le quartier. Enfin, il y a beaucoup d’associations sportives ou culturelles. "
260,15/10/2021,13,nathalie,4,4,4,3,3,4,"C,est une ville avec beaucoup de commerces, transports et un super marché ouvert, mais trop de population."
261,04/10/2021,13,diane,4,1,4,4,4,4,"Quartier très commerçant, style petit village, les quais ou parcs pas loins pour courir. Vive le 13ème!"
262,19/09/2021,13,Marie,4.4,0,4,5,5,4,"Dans l'idéal je préfèrerai vivre à la campagne mais pour l'instant, devant vivre à Paris, je suis heureuse de vivre sur la dalle des Olympiades."
263,08/02/2022,13,Eugénie,4.4,5,4,5,5,4,"Bonjour, 

Je voudrais vous demander comment c'est vivre sur la dalle en ce qui concerne la sécurité, plutôt le soir. J'ai deux enfants préados et essaie de décider sur un aménagement éventuel. 

Merci d'avance pour votre retour. 

Cordialement "
264,14/08/2021,13,okami,4,0,4,4,4,3,"Ville sympathique, commerce de proximités, transports en commun divers et variés, très touristique. "
265,13/08/2021,13,Nath9475,4,0,3,4,4,4,Mon point positif serait la vie pratique et mon point négatif serait la pollution. Sinon ça va y a pire
266,31/07/2021,13,Dom,3,5,2,4,4,3,"Bien desservi v tramway, métro, bus accès routes. commerces de proximités, savoir vivre de tous....."
267,12/07/2021,13,Céline,3.6,1,4,5,5,2,"Quartier sympathique bien doté en équipements (éducation, sport, service) et en magasins. 

Manque d'espaces verts. "
268,28/06/2021,13,Abdln13,4,0,5,4,4,3,"Quartier chinois mais pas que ! Le 13 ème est extraordinaire bien-sûr il y a là quartiet chinois avec toutes ses saveur asiatique mais il y a aussi les bibliothèques nationale, les quai de seine, plein de parc mais aussi des stades pour faire du sport. Plein d endroit pour faire la fete auddi. "
269,27/06/2021,13,Gilles,3.2,3,4,3,3,2,"Trop bétonné                                                                                                                                          
"
270,01/06/2021,13,Victor,3.4,0,3,4,4,3,"Salle et polluée, Paris une fois vide en demeure pas moins touchée par la grâce. La culture est un énorme point fort, à peu pré unique au monde elle n’est pas idéale pour tous, mais je sais l’apprécier."
271,18/05/2021,13,Patrickdubreuil,4.6,0,4,5,5,5,Des commerces intéressant et des quartiers agréable à vivre pas de problème de sécurité et un environnement propre
272,15/05/2021,13,Sabrina ,2.6,4,1,4,4,2,"Très  sympa, transports accessible mais très difficile pour se garer.  Rues sales de crottes de chien partout mais nombreux magasins, lieux pour exercer le sport."
273,14/04/2021,13,Thomas,3.8,1,4,3,3,4,Bon quartier mais bien pauvre. C est bien dommage car c est un endroit mixte et agréable à vivre. Vive les olympiades
274,09/04/2021,13,crilame,4,0,5,3,3,4,"Beaucoup de points positifs : piscine, patinoire, deux lacs et forêt de Sénart proche. RER C et D, travaux du tramway en cours.
Mais quartier de La Grande Borne et prison de Fleury-mérogis à proximité."
275,07/04/2021,13,Benoit,3,5,2,3,3,2,"L'accès facile à de multiples activités
Le nombre important de musées et de monuments
L'abondance de transports en commun"
276,07/04/2021,13,Yannick,4,0,4,4,4,4,"Quartier tranquille, bien entretenu par les agents de la ville avec marchés et petits commerces bien équipés "
277,30/03/2021,13,Justine,3.2,0,2,4,4,3,J'ai les restaurants  et j'aime moins le metro ...............................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
278,28/03/2021,13,Tonio15,4.6,4,5,5,5,3,"Centre social de la mie de pain qui est censé faire de la réinsertion de personnes en difficultés. Dans les faits, il sert d'hotel, et ses résidents pourrissent la vie du quartier tout autour. Mendicité agressive, alcool, cris et hurlements jusqu'à 2 heures du matin. On doit enjamber les personnes ivres et les canettes d'alcool et autres détritus pour pouvoir rentrer chez nous."
279,16/02/2021,13,31299,2.6,1,1,4,4,3,"J adore les differents quartier  de cet arrondissement, les milieux culturels, les quartiers chinois, etc"
